Kuu,Maakond,Pindala(m2),Arv,Pindala(m2) Kokku,Pindala(m2) Keskmine,Tehingu summa (eur) Kokku,Tehingu summa (eur) Minimaalne,Tehingu summa (eur) Maksimaalne,Pinnaühiku hind(eur /m2) Minimaalne,Pinnaühiku hind(eur /m2) Maksimaalne,Pinnaühiku hind(eur /m2) Mediaan,Pinnaühiku hind(eur /m2) Keskmine,Pinnaühiku hind(eur /m2) Standardhälve
2011-05-01,Lääne-Viru maakond,"55-69,99",7,449.5,64.21,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Lääne-Viru maakond,"70-249,99",3,243.8,81.27,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Põlva maakond,"30-40,99",2,72.3,36.15,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Põlva maakond,"41-54,99",1,47.9,47.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Põlva maakond,"55-69,99",2,120.1,60.05,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Pärnu maakond,"10-29,99",9,233.1,25.9,146368,9500,24500,341.73,924.53,553.6,633.65,191.5
2011-05-01,Pärnu maakond,"30-40,99",10,356,35.6,123701,300,35000,8.52,1104.1,239.67,357.96,340.33
2011-05-01,Pärnu maakond,"41-54,99",19,903.8,47.57,433447,100,56242,2.07,1068.38,523.5,482.56,340.9
2011-05-01,Pärnu maakond,"55-69,99",15,912.2,60.81,399988,1750,53207,28.64,780.16,397.24,439.6,269.41
2011-05-01,Pärnu maakond,"70-249,99",7,685.1,97.87,380341,639,99702,8.57,782.59,599.73,512.59,277.54
2011-05-01,Rapla maakond,"10-29,99",3,64.1,21.37,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Rapla maakond,"30-40,99",2,77.7,38.85,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Rapla maakond,"41-54,99",3,127.9,42.63,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Rapla maakond,"55-69,99",2,122,61,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Rapla maakond,"70-249,99",1,89.3,89.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Saare maakond,"10-29,99",5,130.7,26.14,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Saare maakond,"30-40,99",6,200.4,33.4,95294,1406,27482,45.8,776.33,584.49,460.41,330.38
2011-05-01,Saare maakond,"41-54,99",6,284,47.33,143169,13613,38027,268.5,699.03,528.29,505.13,183.3
2011-05-01,Saare maakond,"55-69,99",9,563,62.56,257932,4474,45000,65.79,812.27,507.13,461.39,248.04
2011-05-01,Saare maakond,"70-249,99",3,257,85.67,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Tartu maakond,"10-29,99",15,347.8,23.19,283115,7375,39000,359.71,1466.17,856.48,822.2,298.41
2011-05-01,Tartu maakond,"30-40,99",17,582.4,34.26,432841,6000,44000,153.45,1158.52,822.37,748.21,265.18
2011-05-01,Tartu maakond,"41-54,99",44,2063.7,46.9,1624598,3200,65100,60.95,1296.01,742.11,787.07,259.42
2011-05-01,Tartu maakond,"55-69,99",28,1760.6,62.88,1349624,15500,108650,224.64,1671.54,703.34,765.16,303.18
2011-05-01,Tartu maakond,"70-249,99",27,2559.4,94.79,2341468,20000,212000,256.29,1608.58,953.85,905.28,325.01
2011-05-01,Valga maakond,"10-29,99",1,27.1,27.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Valga maakond,"30-40,99",2,77.6,38.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Valga maakond,"41-54,99",3,150.2,50.07,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Valga maakond,"55-69,99",2,128.7,64.35,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Valga maakond,"70-249,99",1,70.9,70.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Viljandi maakond,"10-29,99",1,28.6,28.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Viljandi maakond,"30-40,99",5,181.3,36.26,34350,250,30000,6.22,791.56,43.05,184.15,340.04
2011-05-01,Viljandi maakond,"41-54,99",8,374.4,46.8,85526,320,19000,7.39,397.49,244.48,221.88,140.66
2011-05-01,Viljandi maakond,"55-69,99",4,251.9,62.98,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Viljandi maakond,"70-249,99",4,306.1,76.53,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Võru maakond,"10-29,99",3,82.7,27.57,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Võru maakond,"30-40,99",5,179.4,35.88,49474,173,20000,5.53,516.8,303.8,258.28,215.25
2011-05-01,Võru maakond,"41-54,99",11,527,47.91,56293,100,20000,2.33,434.78,10.32,108.31,142.44
2011-05-01,Võru maakond,"55-69,99",2,128.7,64.35,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Harju maakond,"10-29,99",46,1019.05,22.15,822611,500,41000,24.39,1576.92,792.72,791.8,305.57
2011-06-01,Harju maakond,"30-40,99",115,4040.1,35.13,3257738,2500,95000,64.6,2513.23,792.05,802.98,371.28
2011-06-01,Harju maakond,"41-54,99",168,8062.1,47.99,7308053,2500,135109,54.23,2544.43,808.93,903.54,454.07
2011-06-01,Harju maakond,"55-69,99",119,7410.2,62.27,8272329,6400,180000,96.24,3090.28,1025.18,1120.75,510.41
2011-06-01,Harju maakond,"70-249,99",125,12465.4,99.72,13997687,17895,420000,181.27,2646.85,1070.39,1116.3,498.24
2011-06-01,Hiiu maakond,"10-29,99",1,21.1,21.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Hiiu maakond,"30-40,99",3,113.7,37.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Hiiu maakond,"55-69,99",2,129.3,64.65,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Ida-Viru maakond,"10-29,99",15,402.2,26.81,75407,500,10500,18.66,377.27,149.3,187.56,129.98
2011-06-01,Ida-Viru maakond,"30-40,99",50,1810.5,36.21,270723,150,18000,4.16,480,141.78,146.98,104.14
2011-06-01,Ida-Viru maakond,"41-54,99",45,2168.8,48.2,468438,384,28176,8.69,590.69,201.61,212.84,153.4
2011-06-01,Ida-Viru maakond,"55-69,99",29,1807.3,62.32,491012,600,34000,9.42,593.37,258.48,272.71,143.54
2011-06-01,Ida-Viru maakond,"70-249,99",14,1097.8,78.41,450913,50,122839,0.69,1607.84,262.33,387.23,416.5
2011-06-01,Jõgeva maakond,"30-40,99",3,119.2,39.73,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Jõgeva maakond,"41-54,99",4,187.4,46.85,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Jõgeva maakond,"55-69,99",4,267.4,66.85,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Jõgeva maakond,"70-249,99",1,70.8,70.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Järva maakond,"41-54,99",2,100.3,50.15,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Järva maakond,"55-69,99",3,196.6,65.53,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Järva maakond,"70-249,99",1,76.5,76.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Lääne maakond,"10-29,99",1,16.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Lääne maakond,"30-40,99",2,65.8,32.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Lääne maakond,"41-54,99",3,138.6,46.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Lääne maakond,"70-249,99",1,93.86,93.86,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Lääne-Viru maakond,"10-29,99",6,152,25.33,15453,1600,3350,57.97,148.74,105.32,103.89,30.96
2011-06-01,Lääne-Viru maakond,"30-40,99",7,260.8,37.26,55220,1000,22370,25.84,614.56,197.05,218.93,197.2
2011-06-01,Lääne-Viru maakond,"41-54,99",17,793,46.65,128153,600,25565,12.99,568.11,95.47,168.27,175.08
2011-06-01,Lääne-Viru maakond,"55-69,99",8,501.3,62.66,148517,3000,43460,43.35,687.66,241.58,299.48,217.83
2011-06-01,Lääne-Viru maakond,"70-249,99",8,686.7,85.84,114369,1200,51130,16.48,659.74,56.76,174.09,225.88
2011-06-01,Põlva maakond,"30-40,99",1,39.3,39.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Põlva maakond,"41-54,99",7,350.8,50.11,70309,447,22000,8.82,458.33,239.92,205.04,165.33
2011-06-01,Põlva maakond,"55-69,99",2,129.4,64.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Põlva maakond,"70-249,99",2,160.8,80.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Pärnu maakond,"10-29,99",12,317.7,26.48,189232,262,50000,10,1736.11,595.97,592.46,475.89
2011-06-01,Pärnu maakond,"30-40,99",10,348.4,34.84,177997,1600,54000,42.67,1350,467.91,500.45,446.56
2011-06-01,Pärnu maakond,"41-54,99",19,919.2,48.38,592755,1000,73500,23.53,1405.35,556.9,638,386.48
2011-06-01,Pärnu maakond,"55-69,99",21,1332.9,63.47,900558,7900,105000,117.38,1661.39,649.15,668.27,396.88
2011-06-01,Pärnu maakond,"70-249,99",10,797.2,79.72,515320,32000,75570,406.15,1071.91,638.14,663.99,236.54
2011-06-01,Rapla maakond,"10-29,99",1,23.7,23.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Rapla maakond,"30-40,99",4,139.2,34.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Rapla maakond,"41-54,99",5,244.8,48.96,124981,13000,42181,296.14,779.69,496.89,495.64,203.99
2011-06-01,Rapla maakond,"55-69,99",2,125.4,62.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Rapla maakond,"70-249,99",3,220.78,73.59,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Saare maakond,"10-29,99",2,48.3,24.15,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Saare maakond,"30-40,99",1,39.1,39.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Saare maakond,"41-54,99",8,366.9,45.86,97528,1726,32915,38.02,688.6,166.01,260.97,259.62
2011-06-01,Saare maakond,"55-69,99",4,252,63,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Saare maakond,"70-249,99",2,175.6,87.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Tartu maakond,"10-29,99",18,415.7,23.09,354682,2200,44700,113.4,1625.45,876.91,858.67,352.8
2011-06-01,Tartu maakond,"30-40,99",23,794.1,34.53,589339,2499,41000,78.09,1114.74,795.45,745.47,294.36
2011-06-01,Tartu maakond,"41-54,99",36,1689,46.92,1286504,511,67065,11.97,1374.1,835.12,757.3,329.45
2011-06-01,Tartu maakond,"55-69,99",28,1757.9,62.78,1406529,25500,105500,397.2,1623.08,757.87,802.01,277.14
2011-06-01,Tartu maakond,"70-249,99",25,2361.7,94.47,2056753,37000,159779,466.58,1579.63,731.98,887.95,319.49
2011-06-01,Valga maakond,"10-29,99",4,88.47,22.12,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Valga maakond,"30-40,99",3,110.5,36.83,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Valga maakond,"41-54,99",7,338.1,48.3,38582,300,14000,6.47,301.08,93.36,114.79,98.18
2011-06-01,Valga maakond,"55-69,99",1,67.2,67.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Valga maakond,"70-249,99",1,161.9,161.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Viljandi maakond,"30-40,99",6,219.2,36.53,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Viljandi maakond,"41-54,99",10,459.4,45.94,144319,2200,29300,51.16,672.02,312.88,315.58,218.38
2011-06-01,Viljandi maakond,"55-69,99",10,633.2,63.32,114209,3800,27000,55.88,478.72,100.88,189.3,165.21
2011-06-01,Viljandi maakond,"70-249,99",1,120.7,120.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Võru maakond,"10-29,99",3,75,25,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Võru maakond,"30-40,99",2,70.6,35.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Võru maakond,"41-54,99",10,465.4,46.54,96364,500,19300,9.98,455.19,212.79,207.76,150.99
2011-06-01,Võru maakond,"55-69,99",3,199,66.33,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-01,Võru maakond,KÕIK KOKKU,NA,60332.76,54.35,45814684,50,420000,0.69,3090.28,671.58,703.06,501.66
2011-07-01,Harju maakond,"10-29,99",47,994.4,21.16,827233,1900,85583,97.44,3002.91,716.44,800.5,461.36
2011-07-01,Harju maakond,"30-40,99",90,3135.6,34.84,2834118,2960,83000,73.82,2195.77,873.93,896.06,393.99
2011-07-01,Harju maakond,"41-54,99",155,7418.9,47.86,6600837,4500,106500,107.14,2273.95,838.45,890.69,407.46
2011-07-01,Harju maakond,"55-69,99",119,7500.15,63.03,7245016,3800,285000,58.1,5144.4,804.6,970.52,602.35
2011-07-01,Harju maakond,"70-249,99",95,9344.64,98.36,11270571,6000,479337,72.99,3182.85,1104.29,1184.1,525.59
2011-07-01,Hiiu maakond,"10-29,99",1,25.7,25.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Hiiu maakond,"41-54,99",2,98,49,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Ida-Viru maakond,"10-29,99",12,319.5,26.63,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Ida-Viru maakond,"30-40,99",26,936.2,36.01,263450,320,50000,8.21,1412.43,210.94,279.02,299.31
2011-07-01,Ida-Viru maakond,"41-54,99",32,1535.9,48,316212,1700,29000,33.01,584.68,171.92,204.7,144.94
2011-07-01,Ida-Viru maakond,"55-69,99",24,1454.7,60.61,359230,593,30400,9.38,547.75,268.21,249.39,139.9
2011-07-01,Ida-Viru maakond,"70-249,99",3,303.9,101.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Jõgeva maakond,"30-40,99",3,108.8,36.27,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Jõgeva maakond,"41-54,99",5,244.3,48.86,44593,320,19500,6.07,405.41,162.79,186.06,155.91
2011-07-01,Jõgeva maakond,"55-69,99",5,312.4,62.48,52091,2700,25600,45.38,410.91,114.33,165.35,147.71
2011-07-01,Jõgeva maakond,"70-249,99",2,153.3,76.65,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Järva maakond,"10-29,99",1,27.7,27.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Järva maakond,"30-40,99",1,38.5,38.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Järva maakond,"41-54,99",7,319.8,45.69,70482,1600,15000,37.21,358,274.29,226.45,132
2011-07-01,Järva maakond,"55-69,99",7,446.9,63.84,74963,900,23600,13.24,356.5,168.27,164.89,131.38
2011-07-01,Järva maakond,"70-249,99",3,225.5,75.17,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Lääne maakond,"10-29,99",1,20.7,20.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Lääne maakond,"41-54,99",5,247.8,49.56,156697,13000,77000,274.26,1498.05,399.24,617.47,505.3
2011-07-01,Lääne maakond,"55-69,99",1,55.9,55.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Lääne maakond,"70-249,99",2,161.26,80.63,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Lääne-Viru maakond,"10-29,99",5,126,25.2,37900,2000,19000,82.4,681,151.66,286.61,263.73
2011-07-01,Lääne-Viru maakond,"30-40,99",8,294.8,36.85,29900,1000,9300,25.06,237.85,75.96,100.93,72.49
2011-07-01,Lääne-Viru maakond,"41-54,99",18,816.1,45.34,144505,320,28000,7.58,574.95,142.41,175.39,171.54
2011-07-01,Lääne-Viru maakond,"55-69,99",5,312.5,62.5,105613,1597,60716,23.66,963.75,152.67,338.57,386.45
2011-07-01,Põlva maakond,"10-29,99",1,27.5,27.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Põlva maakond,"30-40,99",2,72.1,36.05,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Põlva maakond,"41-54,99",7,326.4,46.63,42017,1000,14860,19.65,312.18,59.88,125.98,118.96
2011-07-01,Põlva maakond,"55-69,99",1,64.4,64.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Põlva maakond,"70-249,99",2,153.6,76.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Pärnu maakond,"10-29,99",6,143.1,23.85,108117,6000,31317,365.85,1079.55,636.74,710.78,304.56
2011-07-01,Pärnu maakond,"30-40,99",14,517.3,36.95,368082,1000,76000,33,2015.92,608.06,705.73,506.83
2011-07-01,Pärnu maakond,"41-54,99",16,785.6,49.1,497778,500,84000,11.74,1922.2,449.11,632.08,583.8
2011-07-01,Pärnu maakond,"55-69,99",11,702,63.82,345225,1598,78000,26.41,1237.41,452.49,503.21,433.29
2011-07-01,Pärnu maakond,"70-249,99",9,689.8,76.64,442142,10000,99000,128.04,1232.88,733.96,639.6,401.89
2011-07-01,Rapla maakond,"10-29,99",2,49.2,24.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Rapla maakond,"30-40,99",6,221.6,36.93,50752,1000,25000,24.45,762.2,164.21,242.03,276.51
2011-07-01,Rapla maakond,"41-54,99",2,99.8,49.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Rapla maakond,"55-69,99",2,136.6,68.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Saare maakond,"30-40,99",2,73.8,36.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Saare maakond,"41-54,99",10,474.8,47.48,218275,2000,41000,48.66,863.16,416.46,445.95,320.2
2011-07-01,Saare maakond,"55-69,99",4,269.6,67.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Saare maakond,"70-249,99",5,480.7,96.14,305158,30050,150000,248.42,1416.43,511.64,640.64,456.7
2011-07-01,Tartu maakond,"10-29,99",12,285.9,23.83,229403,3300,34800,212.9,1293.68,805.54,772.94,294.07
2011-07-01,Tartu maakond,"30-40,99",20,731.4,36.57,688950,12782,54277,363.13,1374.1,991.98,941.78,257.19
2011-07-01,Tartu maakond,"41-54,99",48,2232.3,46.51,1547982,3000,86280,64.66,1685.16,675.81,693.94,357.64
2011-07-01,Tartu maakond,"55-69,99",24,1500.7,62.53,942680,15500,69024,242.95,1202.51,664.33,629.82,237.33
2011-07-01,Tartu maakond,"70-249,99",29,2569,88.59,1980187,5000,185344,61.12,2373.16,667.56,760.65,482.75
2011-07-01,Valga maakond,"10-29,99",1,29.2,29.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Valga maakond,"30-40,99",4,139.7,34.93,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Valga maakond,"41-54,99",4,195.5,48.88,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Valga maakond,"55-69,99",5,306.3,61.26,29250,500,22050,8.61,329.1,30.3,90,135.36
2011-07-01,Viljandi maakond,"10-29,99",2,33,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Viljandi maakond,"30-40,99",9,318.8,35.42,123354,639,30000,16.95,917.43,298.27,387.45,341.36
2011-07-01,Viljandi maakond,"41-54,99",8,389.5,48.69,58820,320,24000,6.11,540.54,92.54,157.91,185.32
2011-07-01,Viljandi maakond,"55-69,99",2,135,67.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Võru maakond,"10-29,99",3,82.5,27.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Võru maakond,"30-40,99",2,64.3,32.15,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Võru maakond,"41-54,99",4,187.1,46.78,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-01,Võru maakond,"55-69,99",7,429.6,61.37,111713,900,25000,14.75,415.69,288.53,258.55,156.42
2011-08-01,Harju maakond,"10-29,99",69,1442.2,20.9,1360757,4474,70000,226.24,2389.08,818.18,920.99,438.03
2011-08-01,Harju maakond,"30-40,99",131,4558.8,34.8,3973907,2000,74779,62.31,1958.32,876.83,869.9,300.86
2011-08-01,Harju maakond,"41-54,99",196,9305.1,47.48,8779954,1600,190000,29.68,3725.49,862.83,943.02,475.06
2011-08-01,Harju maakond,"55-69,99",133,8322.3,62.57,8557631,8500,179940,143.08,3091.75,920.14,1032.1,520.04
2011-08-01,Harju maakond,"70-249,99",127,12355.6,97.29,14361199,3800,310000,43.38,3161.72,1122.93,1150.77,502.47
2011-08-01,Hiiu maakond,"30-40,99",2,70.5,35.25,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Hiiu maakond,"55-69,99",2,116.6,58.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Ida-Viru maakond,"10-29,99",19,524.3,27.59,92750,1100,8900,46.03,337.12,160.71,175.83,91.26
2011-08-01,Ida-Viru maakond,"30-40,99",59,2114.3,35.84,359371,100,30000,2.56,980.39,150.47,173.52,164.71
2011-08-01,Ida-Viru maakond,"41-54,99",51,2446.5,47.97,426295,500,33088,10.27,640,144.33,173.29,145.38
2011-08-01,Ida-Viru maakond,"55-69,99",31,1917.7,61.86,368651,500,83585,8.06,1251.27,105.42,188.25,238.47
2011-08-01,Ida-Viru maakond,"70-249,99",7,600.91,85.84,122965,2000,42000,27.78,511.05,98.14,206.55,206.17
2011-08-01,Jõgeva maakond,"30-40,99",4,135.6,33.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Jõgeva maakond,"41-54,99",7,322.8,46.11,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Jõgeva maakond,"55-69,99",10,623.9,62.39,46874,800,15600,12.21,261.31,51.19,78.95,88.46
2011-08-01,Järva maakond,"10-29,99",1,24.7,24.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Järva maakond,"30-40,99",1,38.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Järva maakond,"41-54,99",6,277.3,46.22,50100,1000,33000,20.66,712.74,88.47,181.02,262.56
2011-08-01,Järva maakond,"55-69,99",9,586.6,65.18,91417,1917,27000,27.54,409.71,169.34,158.39,126.77
2011-08-01,Järva maakond,"70-249,99",1,79.4,79.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Lääne maakond,"30-40,99",2,68.8,34.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Lääne maakond,"41-54,99",6,276,46,63000,2000,30000,40.4,681.82,124.51,230.47,252.89
2011-08-01,Lääne maakond,"55-69,99",5,321.1,64.22,142796,7030,52000,123.55,787.88,501.57,437.27,279.6
2011-08-01,Lääne maakond,"70-249,99",4,313.6,78.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Lääne-Viru maakond,"10-29,99",6,158.3,26.38,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Lääne-Viru maakond,"30-40,99",11,389.3,35.39,66492,192,17000,5.09,532.92,92.59,177.2,169.39
2011-08-01,Lääne-Viru maakond,"41-54,99",11,523.8,47.62,55287,1406,14700,26.18,304.35,101.35,106.52,79.77
2011-08-01,Lääne-Viru maakond,"55-69,99",12,752.2,62.68,134351,430,37069,6.98,586.53,131.03,175.82,162.14
2011-08-01,Lääne-Viru maakond,"70-249,99",2,152.9,76.45,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Põlva maakond,"30-40,99",1,37.2,37.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Põlva maakond,"41-54,99",4,192.4,48.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Põlva maakond,"55-69,99",5,314.9,62.98,56650,2400,20000,34.83,323.1,192.65,182.37,113.14
2011-08-01,Põlva maakond,"70-249,99",4,319.8,79.95,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Pärnu maakond,"10-29,99",7,172.8,24.69,95742,256,43000,9.24,1472.6,409.36,544.06,509.89
2011-08-01,Pärnu maakond,"30-40,99",9,311.1,34.57,263230,11000,123000,347,3455.06,508.98,829.85,994.39
2011-08-01,Pärnu maakond,"41-54,99",23,1138.3,49.49,570778,767,69000,15.16,1306.82,480.39,498.85,393.58
2011-08-01,Pärnu maakond,"55-69,99",20,1272.3,63.62,719803,1917,96000,32.38,1458.97,583.15,565.12,415.66
2011-08-01,Pärnu maakond,"70-249,99",8,701.2,87.65,427134,5767,102000,73.19,1204.25,645.13,596.83,375.63
2011-08-01,Rapla maakond,"30-40,99",4,144.5,36.13,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Rapla maakond,"41-54,99",3,133.4,44.47,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Rapla maakond,"55-69,99",4,255.6,63.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Rapla maakond,"70-249,99",1,70.7,70.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Saare maakond,"10-29,99",1,19,19,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Saare maakond,"30-40,99",3,115.7,38.57,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Saare maakond,"41-54,99",3,146.5,48.83,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Saare maakond,"55-69,99",3,189.4,63.13,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Saare maakond,"70-249,99",1,96,96,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Tartu maakond,"10-29,99",16,391.9,24.49,334227,520,38050,25.62,1413.04,819.16,848.15,373.06
2011-08-01,Tartu maakond,"30-40,99",30,1097.8,36.59,1009528,10300,62000,309.31,1550,889.49,914.03,278.81
2011-08-01,Tartu maakond,"41-54,99",46,2194.6,47.71,1529157,1800,73000,42.76,1577.78,664.02,697.15,371.62
2011-08-01,Tartu maakond,"55-69,99",39,2407.8,61.74,1751882,2500,82000,40.65,1333.33,780.67,730.1,382.33
2011-08-01,Tartu maakond,"70-249,99",25,2442.5,97.7,1429458,2500,182000,35.41,1579.86,521.63,593.47,465.04
2011-08-01,Valga maakond,"30-40,99",8,299.5,37.44,28425,958,7500,25.21,183.82,87.4,94.55,48.39
2011-08-01,Valga maakond,"41-54,99",4,192.8,48.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Valga maakond,"55-69,99",2,117.8,58.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Valga maakond,"70-249,99",1,72.6,72.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Viljandi maakond,"10-29,99",4,92.7,23.18,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Viljandi maakond,"30-40,99",5,190.3,38.06,67290,1278,28121,33.46,722.9,337.08,352.68,273.25
2011-08-01,Viljandi maakond,"41-54,99",12,580.1,48.34,127390,300,33000,6,681.82,134.22,216.76,213.88
2011-08-01,Viljandi maakond,"55-69,99",5,310.4,62.08,101157,14900,27000,239.17,459.36,275.39,329.01,104.14
2011-08-01,Viljandi maakond,"70-249,99",2,221.4,110.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Võru maakond,"10-29,99",2,53.3,26.65,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-01,Võru maakond,"30-40,99",3,109.2,36.4,NA,NA,NA,NA,NA,NA,NA,NA
