Kuu,Maakond,Pindala(m2),Arv,Pindala(m2) Kokku,Pindala(m2) Keskmine,Tehingu summa (eur) Kokku,Tehingu summa (eur) Minimaalne,Tehingu summa (eur) Maksimaalne,Pinnaühiku hind(eur /m2) Minimaalne,Pinnaühiku hind(eur /m2) Maksimaalne,Pinnaühiku hind(eur /m2) Mediaan,Pinnaühiku hind(eur /m2) Keskmine,Pinnaühiku hind(eur /m2) Standardhälve
2016-08-01,Saare maakond,"55-69,99",9,576.6,64.07,366150,4650,90000,69.61,1442.31,641.03,646.22,381.63
2016-08-01,Saare maakond,"70-249,99",4,396.6,99.15,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-01,Tartu maakond,"10-29,99",23,518.4,22.54,756008,5000,63000,167.22,3058.25,1422.02,1514.41,655.19
2016-08-01,Tartu maakond,"30-40,99",48,1704.9,35.52,2056222,3800,95000,97.69,2519.89,1261.91,1196.6,516.77
2016-08-01,Tartu maakond,"41-54,99",80,3807.54,47.59,4154969,1000,99000,22.78,2265.45,1065.15,1093.15,451.6
2016-08-01,Tartu maakond,"55-69,99",63,3895.8,61.84,4555818,25000,119500,384.02,1875.98,1189.79,1174.42,369.9
2016-08-01,Tartu maakond,"70-249,99",70,6489.47,92.71,5661074,3000,183000,38.71,1960.24,1022.29,910.23,594.3
2016-08-01,Valga maakond,"10-29,99",2,54.1,27.05,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-01,Valga maakond,"30-40,99",6,222.5,37.08,23500,1000,7000,25.84,179.49,92.25,104.41,53.19
2016-08-01,Valga maakond,"41-54,99",11,518.4,47.13,79150,550,16000,13.16,338.27,146.87,149.99,117.26
2016-08-01,Valga maakond,"55-69,99",3,191.6,63.87,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-01,Valga maakond,"70-249,99",4,319.9,79.98,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-01,Viljandi maakond,"10-29,99",5,109.4,21.88,50700,2500,26700,115.21,1145.92,189.39,451.62,440.66
2016-08-01,Viljandi maakond,"30-40,99",10,369.4,36.94,173139,1300,32000,39.16,824.74,534.33,459.27,248.42
2016-08-01,Viljandi maakond,"41-54,99",17,797,46.88,371900,750,60000,17.28,1234.57,465.37,463.14,311.93
2016-08-01,Viljandi maakond,"55-69,99",11,692.8,62.98,286200,2000,59200,29.76,942.68,470.59,418.15,254.54
2016-08-01,Viljandi maakond,"70-249,99",5,405.4,81.08,241400,18000,103000,226.99,1120.78,411.52,588.11,380.18
2016-08-01,Võru maakond,"10-29,99",5,134.6,26.92,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-01,Võru maakond,"30-40,99",7,256.3,36.61,67850,500,19400,14.58,510.9,271,263.05,215.48
2016-08-01,Võru maakond,"41-54,99",10,460.1,46.01,105500,1000,26000,19.76,528.46,268.2,225.54,163.12
2016-08-01,Võru maakond,"55-69,99",7,431.9,61.7,206500,8500,38000,146.3,606.06,527.24,474.73,157.41
2016-08-01,Võru maakond,"70-249,99",3,231.9,77.3,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Harju maakond,"10-29,99",104,2185.83,21.02,3409349,4000,79100,155.64,3074.71,1573.46,1553.41,595.5
2016-09-01,Harju maakond,"30-40,99",174,6121.45,35.18,9056101,2500,155700,76.22,3834.98,1448.35,1471.56,553.14
2016-09-01,Harju maakond,"41-54,99",288,13832.9,48.03,21340598,1000,178000,21.37,3337,1496.65,1542.39,606.5
2016-09-01,Harju maakond,"55-69,99",203,12799.6,63.05,19028746,6500,249000,112.85,4003.22,1462.99,1486.02,601.54
2016-09-01,Harju maakond,"70-249,99",189,18420.72,97.46,33438982,25000,699000,236.74,4068.68,1716.56,1802.3,584.21
2016-09-01,Hiiu maakond,"10-29,99",2,43.4,21.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Hiiu maakond,"41-54,99",1,54.6,54.6,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Hiiu maakond,"55-69,99",2,127.4,63.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Hiiu maakond,"70-249,99",3,224.7,74.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Ida-Viru maakond,"10-29,99",16,431.9,26.99,108400,1000,15200,34.48,528.3,263.05,248.08,160.54
2016-09-01,Ida-Viru maakond,"30-40,99",54,1936,35.85,389436,10,20000,0.25,639.34,138.91,204.04,179.88
2016-09-01,Ida-Viru maakond,"41-54,99",70,3376.8,48.24,803279,50,35500,1,704.37,207.55,235.8,165.78
2016-09-01,Ida-Viru maakond,"55-69,99",42,2581.15,61.46,771066,50,50000,0.74,792.39,182.1,297.9,242.11
2016-09-01,Ida-Viru maakond,"70-249,99",15,1171.29,78.09,630884,4500,120000,62.76,1031.81,414.44,522.72,288.94
2016-09-01,Jõgeva maakond,"10-29,99",3,62.1,20.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Jõgeva maakond,"30-40,99",2,75.5,37.75,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Jõgeva maakond,"41-54,99",11,502.4,45.67,90300,500,16500,11.66,321.01,154.19,175.56,94.56
2016-09-01,Jõgeva maakond,"55-69,99",10,642.4,64.24,73383,383,14500,5.99,223.29,104.1,115,74.07
2016-09-01,Jõgeva maakond,"70-249,99",3,253.6,84.53,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Järva maakond,"10-29,99",2,51.8,25.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Järva maakond,"30-40,99",8,303.6,37.95,66185,1000,17400,25.13,513.27,245.57,226.44,160.12
2016-09-01,Järva maakond,"41-54,99",12,581.1,48.43,129400,3000,21000,58.25,443.97,203.74,222.87,112.94
2016-09-01,Järva maakond,"55-69,99",7,460.1,65.73,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Järva maakond,"70-249,99",8,658.8,82.35,59000,300,22700,3.32,291.77,75.14,90.4,90.08
2016-09-01,Lääne maakond,"10-29,99",4,109.3,27.33,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Lääne maakond,"30-40,99",11,404.7,36.79,148134,5000,25000,122.55,649.35,393.7,370.31,160.13
2016-09-01,Lääne maakond,"41-54,99",7,336.8,48.11,169400,1000,75000,23.2,1399.25,390.8,486.11,458.25
2016-09-01,Lääne maakond,"55-69,99",6,372.4,62.07,131300,7000,55000,119.86,792.51,205.87,345.82,277.8
2016-09-01,Lääne maakond,"70-249,99",4,307.2,76.8,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Lääne-Viru maakond,"10-29,99",6,157.7,26.28,27043,700,18243,29.41,668.24,75.94,167.16,247.79
2016-09-01,Lääne-Viru maakond,"30-40,99",20,726.6,36.33,278945,1000,42300,25,1208.57,302.41,383.29,337.27
2016-09-01,Lääne-Viru maakond,"41-54,99",36,1682.7,46.74,475220,500,35000,11.36,713.97,179.61,279.86,218.08
2016-09-01,Lääne-Viru maakond,"55-69,99",18,1110,61.67,205400,400,37000,6.53,616.67,129.62,184.89,149.61
2016-09-01,Lääne-Viru maakond,"70-249,99",12,931,77.58,354050,1000,84700,12.9,1210,139.4,393.39,437.65
2016-09-01,Põlva maakond,"10-29,99",3,69.2,23.07,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Põlva maakond,"30-40,99",1,40.2,40.2,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Põlva maakond,"41-54,99",10,479.4,47.94,90089,5000,13000,91.58,288.68,193.3,190.73,71.98
2016-09-01,Põlva maakond,"55-69,99",5,332.4,66.48,45300,1300,24000,19.15,367.53,46.15,136.95,148.83
2016-09-01,Põlva maakond,"70-249,99",2,172.5,86.25,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Pärnu maakond,"10-29,99",16,346.4,21.65,267443,40,41000,1.92,1456.85,861.23,784.93,524.09
2016-09-01,Pärnu maakond,"30-40,99",28,1039.6,37.13,778916,1000,52000,28.82,1416.67,815.98,754.25,458.37
2016-09-01,Pärnu maakond,"41-54,99",39,1851.1,47.46,1580296,1000,93000,21.46,1953.78,918.58,858.86,483.14
2016-09-01,Pärnu maakond,"55-69,99",22,1384.5,62.93,1273100,15200,131000,222.55,1953.41,897.16,932.69,522.99
2016-09-01,Pärnu maakond,"70-249,99",17,1725.4,101.49,1013660,1200,125000,16.09,1230.31,585.27,596.05,368.28
2016-09-01,Rapla maakond,"10-29,99",3,78.1,26.03,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Rapla maakond,"30-40,99",3,110.2,36.73,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Rapla maakond,"41-54,99",10,469.9,46.99,156474,4474,38000,96.77,748.79,180.8,330.37,268.34
2016-09-01,Rapla maakond,"55-69,99",10,645.8,64.58,242425,2000,55000,29.5,823.35,231.38,375.94,295.83
2016-09-01,Rapla maakond,"70-249,99",3,218.2,72.73,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Saare maakond,"10-29,99",4,104.5,26.13,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Saare maakond,"30-40,99",4,147.8,36.95,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Saare maakond,"41-54,99",7,323.4,46.2,337300,4500,103300,101.12,1967.62,1013.51,1025.85,573.31
2016-09-01,Saare maakond,"55-69,99",10,637.2,63.72,375200,6200,85000,102.04,1360,618.43,584.02,395.91
2016-09-01,Tartu maakond,"10-29,99",20,442.9,22.15,624960,5500,60000,466.1,2068.97,1497.76,1394.37,396.92
2016-09-01,Tartu maakond,"30-40,99",32,1156.8,36.15,1365650,15500,78000,382.72,2085.56,1146.97,1181.14,459.62
2016-09-01,Tartu maakond,"41-54,99",74,3467.6,46.86,3313044,500,122000,9.86,2301.89,938.53,948.89,474.85
2016-09-01,Tartu maakond,"55-69,99",54,3327.19,61.61,3472945,5000,120000,83.47,2086.33,959.99,1040.49,477.68
2016-09-01,Tartu maakond,"70-249,99",58,5211.13,89.85,5994573,21500,244000,288.98,1933.76,1217.88,1147.93,395.82
2016-09-01,Valga maakond,"10-29,99",1,28.4,28.4,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Valga maakond,"30-40,99",4,154.7,38.68,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Valga maakond,"41-54,99",15,715.8,47.72,78914,1000,12900,21.37,247.13,138.34,109.5,72.73
2016-09-01,Valga maakond,"55-69,99",7,433.4,61.91,40000,600,15000,10.38,222.55,78.26,89.31,73.29
2016-09-01,Valga maakond,"70-249,99",7,561.2,80.17,94500,1000,40000,12.94,439.08,106.61,163.06,163.21
2016-09-01,Viljandi maakond,"10-29,99",3,83.8,27.93,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Viljandi maakond,"30-40,99",13,477.7,36.75,176300,700,35200,18.09,1096.57,223.88,379.62,349.78
2016-09-01,Viljandi maakond,"41-54,99",15,715.8,47.72,263650,1500,55250,31.32,1042.45,214.45,361.95,325.86
2016-09-01,Viljandi maakond,"55-69,99",8,510.3,63.79,272000,2000,57000,30.17,998.25,591.68,543.29,317.42
2016-09-01,Viljandi maakond,"70-249,99",8,657.6,82.2,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Võru maakond,"10-29,99",4,106,26.5,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Võru maakond,"30-40,99",14,517.5,36.96,175790,1800,24000,46.39,611.7,368.2,336.62,179.47
2016-09-01,Võru maakond,"41-54,99",12,585,48.75,163250,6200,23350,136.56,484.44,266.95,277.6,100.06
2016-09-01,Võru maakond,"55-69,99",8,494.2,61.78,156700,2500,58000,42.02,917.72,230.71,311.46,292.1
2016-09-01,Võru maakond,"70-249,99",4,299.8,74.95,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,Võru maakond,KÕIK KOKKU,NA,103160.16,53.98,114594182,10,699000,0.25,4068.68,1111.11,1061.92,751.86
2016-10-01,Harju maakond,"10-29,99",87,1750.9,20.13,2611245,3500,82000,134.1,4205.13,1562.21,1575.95,672.3
2016-10-01,Harju maakond,"30-40,99",154,5401.8,35.08,7519893,400,114000,10.61,3465.05,1394.09,1394.05,495.57
2016-10-01,Harju maakond,"41-54,99",298,14252.15,47.83,21148650,1000,174000,20.28,3488.64,1413.38,1481.19,585.54
2016-10-01,Harju maakond,"55-69,99",222,13834.2,62.32,20440156,500,160900,7.99,2668.33,1348.27,1486.93,505.46
2016-10-01,Harju maakond,"70-249,99",214,20681.6,96.64,33780539,26000,465000,345.29,3934.01,1595.11,1630.4,507.99
2016-10-01,Hiiu maakond,"30-40,99",2,78.9,39.45,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Hiiu maakond,"55-69,99",2,120.4,60.2,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Ida-Viru maakond,"10-29,99",23,632.5,27.5,171386,1,23700,0.04,795.3,247.25,269.58,213.34
2016-10-01,Ida-Viru maakond,"30-40,99",56,2009.6,35.89,397223,500,22500,12.38,711.97,151.03,197.95,163.17
2016-10-01,Ida-Viru maakond,"41-54,99",65,3129.1,48.14,705127,319,31500,7.23,610.47,184.76,223.75,177.48
2016-10-01,Ida-Viru maakond,"55-69,99",31,1916.8,61.83,524673,300,53000,4.41,795.8,150,271.86,239
2016-10-01,Ida-Viru maakond,"70-249,99",16,1298.2,81.14,617000,600,180000,8.55,1147.96,395.97,423.51,328.77
2016-10-01,Jõgeva maakond,"30-40,99",4,134.6,33.65,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Jõgeva maakond,"41-54,99",4,195.8,48.95,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Jõgeva maakond,"55-69,99",7,445.6,63.66,50350,2000,16850,28.82,268.74,94.61,113.39,76.66
2016-10-01,Jõgeva maakond,"70-249,99",4,344.7,86.18,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Järva maakond,"10-29,99",2,42.5,21.25,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Järva maakond,"30-40,99",6,224.5,37.42,53130,1500,15850,40.21,398.24,224.97,234.48,118.49
2016-10-01,Järva maakond,"41-54,99",9,426.4,47.38,74450,125,20000,2.56,370.37,182.48,171.17,140.99
2016-10-01,Järva maakond,"55-69,99",8,526.6,65.83,142900,2000,30200,30.35,471.88,299.32,272.91,155.88
2016-10-01,Järva maakond,"70-249,99",3,231.8,77.27,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Lääne maakond,"10-29,99",3,78.5,26.17,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Lääne maakond,"30-40,99",6,213.4,35.57,144400,16000,32900,506.33,819.67,655.84,672.83,122.97
2016-10-01,Lääne maakond,"41-54,99",12,571.6,47.63,235730,4000,35000,75.05,740.74,397.36,418.92,218.96
2016-10-01,Lääne maakond,"55-69,99",3,195.2,65.07,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Lääne maakond,"70-249,99",3,227.9,75.97,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Lääne-Viru maakond,"10-29,99",3,80.5,26.83,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Lääne-Viru maakond,"30-40,99",14,510.9,36.49,160457,857,33000,22.26,841.84,363.27,320.19,227.69
2016-10-01,Lääne-Viru maakond,"41-54,99",25,1189.5,47.58,339550,300,34000,5.49,699.59,253.61,284.57,218.7
2016-10-01,Lääne-Viru maakond,"55-69,99",15,932.5,62.17,239000,2000,53500,31.1,925.61,147.93,256.71,248.95
2016-10-01,Lääne-Viru maakond,"70-249,99",9,768.9,85.43,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Põlva maakond,"10-29,99",2,45,22.5,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Põlva maakond,"30-40,99",1,36.9,36.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Põlva maakond,"41-54,99",5,238.8,47.76,63900,2000,31900,42.46,687.5,147.6,266.79,278.34
2016-10-01,Põlva maakond,"55-69,99",7,438.3,62.61,104958,958,34000,16.9,502.22,197.49,231.75,192.73
2016-10-01,Põlva maakond,"70-249,99",3,280.4,93.47,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Pärnu maakond,"10-29,99",14,316.6,22.61,244103,1402,38000,55.42,1923.47,793.36,760.77,529.88
2016-10-01,Pärnu maakond,"30-40,99",23,854.6,37.16,550110,300,52000,7.56,1452.51,745.87,645.93,499.08
2016-10-01,Pärnu maakond,"41-54,99",34,1588.8,46.73,1404845,750,102000,18.03,2044.09,880.94,875.09,488.38
2016-10-01,Pärnu maakond,"55-69,99",15,934.7,62.31,603900,300,127000,4.65,1947.85,671.53,634.58,555.02
2016-10-01,Pärnu maakond,"70-249,99",14,1195.5,85.39,1040509,4200,141900,43.39,1807.64,780.16,868.97,549.75
2016-10-01,Rapla maakond,"10-29,99",2,55.9,27.95,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Rapla maakond,"41-54,99",9,432.6,48.07,205029,6500,46500,137.13,908.2,571.14,474.04,255.31
2016-10-01,Rapla maakond,"55-69,99",12,775.4,64.62,361500,1000,59000,16.1,885.89,391.33,459.57,342.08
2016-10-01,Rapla maakond,"70-249,99",3,236.3,78.77,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Saare maakond,"10-29,99",1,22.7,22.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Saare maakond,"30-40,99",5,175.2,35.04,135500,15000,45500,460.12,1326.53,700.81,762.76,349.87
2016-10-01,Saare maakond,"41-54,99",10,446.2,44.62,308300,8000,44000,186.92,1038.65,735.85,692.49,251.76
2016-10-01,Saare maakond,"55-69,99",4,247,61.75,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Saare maakond,"70-249,99",3,241.6,80.53,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Tartu maakond,"10-29,99",31,680.6,21.95,822200,5000,50000,239.23,2994.01,1171,1238.85,541.24
2016-10-01,Tartu maakond,"30-40,99",33,1169.75,35.45,1268800,1000,82900,25.25,2072.5,1125.83,1087.41,542.3
2016-10-01,Tartu maakond,"41-54,99",66,3104.2,47.03,3370013,1000,100000,23.36,2415.46,1119.01,1079.19,464.72
2016-10-01,Tartu maakond,"55-69,99",50,3129.43,62.59,3233725,2500,118500,43.55,1803.65,1222.6,1035.58,445.89
2016-10-01,Tartu maakond,"70-249,99",43,3685.2,85.7,3631161,12000,165000,132.74,1763.09,1156.2,1011.79,440.57
2016-10-01,Valga maakond,"10-29,99",1,27.1,27.1,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Valga maakond,"30-40,99",6,219.5,36.58,121670,3000,43125,75,1168.7,439.27,563.03,517.38
2016-10-01,Valga maakond,"41-54,99",6,287.8,47.97,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Valga maakond,"55-69,99",8,493.1,61.64,61900,900,25000,14.47,435.54,88.71,127.75,132.42
2016-10-01,Valga maakond,"70-249,99",6,500.7,83.45,142000,18000,27000,249.65,319.28,283.16,283.92,23.5
2016-10-01,Viljandi maakond,"30-40,99",7,261.6,37.37,104070,3700,28200,92.04,715.74,333.33,393.64,266.64
2016-10-01,Viljandi maakond,"41-54,99",21,989.2,47.1,209600,650,44000,12.77,928.27,118.58,214.42,269.9
2016-10-01,Viljandi maakond,"55-69,99",13,818.7,62.98,276400,1000,62000,15.24,1011.42,243.9,341.98,293.59
2016-10-01,Viljandi maakond,"70-249,99",5,451,90.2,148500,8500,60000,108.83,550.58,272.11,313.71,170.1
2016-10-01,Võru maakond,"10-29,99",1,28.5,28.5,NA,NA,NA,NA,NA,NA,NA,NA
2016-10-01,Võru maakond,"30-40,99",7,273.8,39.11,99300,5000,25000,130.89,636.13,316.95,359.69,217.69
2016-10-01,Võru maakond,"41-54,99",12,564.3,47.03,120800,400,20000,7.95,432.9,196.93,216.34,158.91
2016-10-01,Võru maakond,"55-69,99",6,350.1,58.35,122100,700,32000,12.13,536.01,384.92,346.72,190.29
2016-10-01,Võru maakond,"70-249,99",3,219.9,73.3,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Harju maakond,"10-29,99",70,1466.2,20.95,2225171,1000,71500,34.36,2954.55,1574.55,1543.56,532.21
2016-11-01,Harju maakond,"30-40,99",164,5797.25,35.35,9526844,5000,625000,161.29,17265.19,1516.91,1637.04,1407.92
2016-11-01,Harju maakond,"41-54,99",288,13607.7,47.25,21897902,3000,625000,54.64,13048.02,1442.22,1614.03,881.08
2016-11-01,Harju maakond,"55-69,99",252,15885.76,63.04,22984879,4000,240000,62.79,3443.33,1388.94,1447.64,558.84
2016-11-01,Harju maakond,"70-249,99",211,19406.96,91.98,32408283,58000,323900,589.87,4059.41,1612.23,1684.18,519.01
2016-11-01,Hiiu maakond,"41-54,99",2,91.4,45.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Hiiu maakond,"55-69,99",1,64.7,64.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Hiiu maakond,"70-249,99",1,78.8,78.8,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Ida-Viru maakond,"10-29,99",17,442.2,26.01,105050,150,18000,5.64,647.48,229.89,237.82,161.42
2016-11-01,Ida-Viru maakond,"30-40,99",53,1907.1,35.98,296235,300,21900,7.98,590.3,91.62,153.48,134.49
2016-11-01,Ida-Viru maakond,"41-54,99",72,3491.2,48.49,801736,300,38000,6.83,753.97,156.53,228.67,197.32
2016-11-01,Ida-Viru maakond,"55-69,99",27,1692.4,62.68,677059,1900,57000,29.01,969.39,424.19,402.75,252.38
2016-11-01,Ida-Viru maakond,"70-249,99",7,586.6,83.8,309400,16500,72900,191.86,968.19,537.77,545.42,303.48
2016-11-01,Jõgeva maakond,"10-29,99",2,48,24,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Jõgeva maakond,"30-40,99",2,77.5,38.75,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Jõgeva maakond,"41-54,99",9,419.1,46.57,65950,1800,14000,41.96,282.61,152.22,153.56,98.33
2016-11-01,Jõgeva maakond,"55-69,99",10,633.6,63.36,101340,740,21700,12.05,333.33,157.26,159.47,102.3
2016-11-01,Jõgeva maakond,"70-249,99",3,231.8,77.27,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Järva maakond,"10-29,99",2,53.5,26.75,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Järva maakond,"30-40,99",6,218,36.33,52400,1500,11000,36.76,307.26,294.86,246.72,105.06
2016-11-01,Järva maakond,"41-54,99",8,369.3,46.16,71200,1400,25000,33.33,515.46,101.49,187.84,186.49
2016-11-01,Järva maakond,"55-69,99",4,254.2,63.55,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Järva maakond,"70-249,99",2,158.2,79.1,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Lääne maakond,"30-40,99",6,222.1,37.02,79000,2000,25000,51.28,757.58,371.16,366.35,249.18
2016-11-01,Lääne maakond,"41-54,99",12,579.9,48.33,209200,1000,64500,21.69,1573.17,310.3,378.42,412.67
2016-11-01,Lääne maakond,"55-69,99",4,246.8,61.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Lääne maakond,"70-249,99",2,157.1,78.55,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Lääne-Viru maakond,"10-29,99",9,235,26.11,39580,1000,14000,43.86,595.74,73.43,169.94,187.62
2016-11-01,Lääne-Viru maakond,"30-40,99",19,725.6,38.19,121500,300,22000,7.92,578.95,122.85,167.08,156.25
2016-11-01,Lääne-Viru maakond,"41-54,99",31,1456.6,46.99,387830,500,48900,10.75,981.93,190.48,263.1,245.86
2016-11-01,Lääne-Viru maakond,"55-69,99",8,493.2,61.65,193710,3000,52000,44.44,791.48,356.21,395.08,252.22
2016-11-01,Lääne-Viru maakond,"70-249,99",10,764.2,76.42,170790,390,47000,4.98,604.89,188.41,221.68,171.88
2016-11-01,Põlva maakond,"10-29,99",1,24,24,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Põlva maakond,"30-40,99",4,151.5,37.88,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Põlva maakond,"41-54,99",6,289.7,48.28,86000,800,29000,18.74,595.48,250.04,294.92,233.34
2016-11-01,Põlva maakond,"55-69,99",5,301.1,60.22,88900,3000,40000,50.08,647.25,292.79,291.32,223.58
2016-11-01,Põlva maakond,"70-249,99",4,401.5,100.38,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Pärnu maakond,"10-29,99",19,413.6,21.77,327636,100,36000,4.74,1469.39,598.03,745.02,444.66
2016-11-01,Pärnu maakond,"30-40,99",24,871.6,36.32,557723,1000,68500,24.45,2026.63,473.22,653.05,560.51
2016-11-01,Pärnu maakond,"41-54,99",43,2048.2,47.63,1369160,900,86000,18.22,1677.42,636.94,663.74,474.75
2016-11-01,Pärnu maakond,"55-69,99",19,1163.5,61.24,1043193,5500,165000,91.06,2370.69,807.56,885.35,603.22
2016-11-01,Pärnu maakond,"70-249,99",13,1013.7,77.98,902600,6500,135000,88.56,1753.25,894.53,879.53,446.61
2016-11-01,Rapla maakond,"30-40,99",4,138.3,34.58,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Rapla maakond,"41-54,99",14,687.3,49.09,210500,800,43500,16.81,823.86,202.65,303.44,247.66
2016-11-01,Rapla maakond,"55-69,99",6,371.9,61.98,171700,2700,53000,42.86,905.98,484.27,476.78,311.85
2016-11-01,Rapla maakond,"70-249,99",3,222.1,74.03,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Saare maakond,"30-40,99",4,144.5,36.13,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Saare maakond,"41-54,99",5,225.9,45.18,214400,28000,59400,593.22,1208.79,893.72,944.63,262.11
2016-11-01,Saare maakond,"55-69,99",5,328,65.6,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Saare maakond,"70-249,99",5,389.3,77.86,238400,35000,77000,456.92,789.74,544.08,602,134.56
2016-11-01,Tartu maakond,"10-29,99",17,400.5,23.56,535735,15200,49500,760.37,2586.21,1276.07,1356.67,463.94
2016-11-01,Tartu maakond,"30-40,99",30,1066.5,35.55,1063301,1000,73000,24.63,1784.84,1054.34,997.23,453.29
2016-11-01,Tartu maakond,"41-54,99",58,2763.1,47.64,3060350,1000,113000,20.83,2188.94,1124.08,1108.22,505.89
2016-11-01,Tartu maakond,"55-69,99",55,3435.1,62.46,3913310,2050,135000,33.17,2233.86,1170.21,1143.11,379.98
2016-11-01,Tartu maakond,"70-249,99",53,4945.8,93.32,5356302,100,258600,1.32,1906.52,1193.63,1070.9,439.44
2016-11-01,Valga maakond,"10-29,99",5,120.2,24.04,26200,700,22000,27.67,823.97,52.3,201.13,348.36
2016-11-01,Valga maakond,"30-40,99",4,153.2,38.3,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Valga maakond,"41-54,99",9,417.9,46.43,86400,700,32000,14.31,756.5,118.95,215.01,233.79
2016-11-01,Valga maakond,"55-69,99",3,171.7,57.23,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Valga maakond,"70-249,99",3,249.2,83.07,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Viljandi maakond,"10-29,99",2,50.1,25.05,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Viljandi maakond,"30-40,99",14,505.6,36.11,195950,800,36700,19.85,986.56,311.17,390.41,361.74
2016-11-01,Viljandi maakond,"41-54,99",10,469.5,46.95,105991,500,24500,11.44,554.52,158.51,222.68,182.73
